Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Pauling scale),Ionic character (Martynov-Batsanov scale),Ionic character (Gordy scale),Ionic character (Mulliken scale),Ionic character (Allred-Rochow scale),Sum of valence electrons,Mean number of electrons,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight sum,Atomic weight difference,Mean atomic weight,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2 x atomic radius difference,Covalent radius sum,Mean Covalent radius,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2 x Crystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group number difference,Family number sum,Mean family number,Family number difference,Quantum number (l) sum,Mean quantum number (l) mean,Quantum number (l) difference
DyGa,TlI,1,1,-0.59,-0.55,1.2042,-0.1,-0.666,3.15,1.425,4.7693,3.15,1.423,0.083345821,0.072836172,0.304082674,0.002496878,0.104961907,6,3,97,35,48.5,232.223,92.777,116.1115,3.05,1.525,1.346153846,6.1,2.85,1.425,1.261904762,5.7,5.365,2.6825,2.16519174,3.95,1.975,3.05,1.525,1.346153846,0.9,1.81,0.905,1.381578947,0.58,10,5,2,16,8,-10,8,4,-2,4,2,2
DyGa,TlI,1,1,-0.59,-0.55,1.2042,-0.1,-0.666,3.15,1.425,4.7693,3.15,1.423,0.083345821,0.072836172,0.304082674,0.002496878,0.104961907,6,3,97,35,48.5,232.223,92.777,116.1115,3.05,1.525,1.346153846,6.1,2.85,1.425,1.261904762,5.7,5.365,2.6825,2.16519174,3.95,1.975,3.05,1.525,1.346153846,0.9,1.81,0.905,1.381578947,0.58,10,5,2,16,8,-10,8,4,-2,4,2,2
DyGa,TlI,1,1,-0.59,-0.55,1.2042,-0.1,-0.666,3.15,1.425,4.7693,3.15,1.423,0.083345821,0.072836172,0.304082674,0.002496878,0.104961907,6,3,97,35,48.5,232.223,92.777,116.1115,3.05,1.525,1.346153846,6.1,2.85,1.425,1.261904762,5.7,5.365,2.6825,2.16519174,3.95,1.975,3.05,1.525,1.346153846,0.9,1.81,0.905,1.381578947,0.58,10,5,2,16,8,-10,8,4,-2,4,2,2
DyGa,TlI,1,1,-0.59,-0.55,1.2042,-0.1,-0.666,3.15,1.425,4.7693,3.15,1.423,0.083345821,0.072836172,0.304082674,0.002496878,0.104961907,6,3,97,35,48.5,232.223,92.777,116.1115,3.05,1.525,1.346153846,6.1,2.85,1.425,1.261904762,5.7,5.365,2.6825,2.16519174,3.95,1.975,3.05,1.525,1.346153846,0.9,1.81,0.905,1.381578947,0.58,10,5,2,16,8,-10,8,4,-2,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DyGe,TlI,1,1,-0.79,-0.84,0.7308,-1.5,-0.904,3.85,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,235.11,89.89,117.555,3,1.5,1.4,6,2.81,1.405,1.303278689,5.62,5.23,2.615,2.352564103,4.22,2.11,3,1.5,1.4,1,1.58,0.79,1.981132075,1.04,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
DySi,TlI,1,1,-0.68,-0.83,1.1862,-1.67,-0.826,3.935,1.565,4.7783,3.935,1.503,0.109168515,0.158210251,0.296556424,0.502034758,0.156815092,7,3.5,80,52,40,190.5855,134.4145,95.29275,2.85,1.425,1.590909091,5.7,2.7,1.35,1.432432432,5.4,5.09,2.545,2.584507042,4.5,2.25,2.85,1.425,1.590909091,1.3,1.45,0.725,2.625,1.3,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErGa,TlI,1,1,-0.57,-0.5,1.4997,-0.1,-0.666,3.15,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,236.983,97.537,118.4915,3.05,1.525,1.346153846,6.1,2.83,1.415,1.246031746,5.66,5.325,2.6625,2.14159292,3.87,1.935,3.05,1.525,1.346153846,0.9,1.79,0.895,1.355263158,0.54,10,5,2,16,8,-10,8,4,-2,4,2,2
ErGa,TlI,1,1,-0.57,-0.5,1.4997,-0.1,-0.666,3.15,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,236.983,97.537,118.4915,3.05,1.525,1.346153846,6.1,2.83,1.415,1.246031746,5.66,5.325,2.6625,2.14159292,3.87,1.935,3.05,1.525,1.346153846,0.9,1.79,0.895,1.355263158,0.54,10,5,2,16,8,-10,8,4,-2,4,2,2
ErGa,TlI,1,1,-0.57,-0.5,1.4997,-0.1,-0.666,3.15,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,236.983,97.537,118.4915,3.05,1.525,1.346153846,6.1,2.83,1.415,1.246031746,5.66,5.325,2.6625,2.14159292,3.87,1.935,3.05,1.525,1.346153846,0.9,1.79,0.895,1.355263158,0.54,10,5,2,16,8,-10,8,4,-2,4,2,2
ErGa,TlI,1,1,-0.57,-0.5,1.4997,-0.1,-0.666,3.15,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,236.983,97.537,118.4915,3.05,1.525,1.346153846,6.1,2.83,1.415,1.246031746,5.66,5.325,2.6625,2.14159292,3.87,1.935,3.05,1.525,1.346153846,0.9,1.79,0.895,1.355263158,0.54,10,5,2,16,8,-10,8,4,-2,4,2,2
ErGa,TlI,1,1,-0.57,-0.5,1.4997,-0.1,-0.666,3.15,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,236.983,97.537,118.4915,3.05,1.525,1.346153846,6.1,2.83,1.415,1.246031746,5.66,5.325,2.6625,2.14159292,3.87,1.935,3.05,1.525,1.346153846,0.9,1.79,0.895,1.355263158,0.54,10,5,2,16,8,-10,8,4,-2,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErGe,TlI,1,1,-0.77,-0.79,1.0263,-1.5,-0.904,3.85,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,239.87,94.65,119.935,3,1.5,1.4,6,2.79,1.395,1.286885246,5.58,5.19,2.595,2.326923077,4.14,2.07,3,1.5,1.4,1,1.56,0.78,1.943396226,1,10,5,2,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
ErSi,TlI,1,1,-0.66,-0.78,1.4817,-1.67,-0.826,3.935,1.59,4.92605,3.935,1.503,0.103179905,0.141097614,0.422391354,0.502034758,0.156815092,7,3.5,82,54,41,195.3455,139.1745,97.67275,2.85,1.425,1.590909091,5.7,2.68,1.34,1.414414414,5.36,5.05,2.525,2.556338028,4.42,2.21,2.85,1.425,1.590909091,1.3,1.43,0.715,2.575,1.26,9,4.5,3,17,8.5,-11,9,4.5,-3,4,2,2
