Formula,Structure type,Stoichiometry_A,Stoichiometry_B,Electronegativity difference (Pauling scale),Electronegativity difference (Martynov-Batsanov scale),Electronegativity difference (Gordy scale),Electronegativity difference (Mulliken scale),Electronegativity difference (Allred-Rochow scale),Mean electronegativity (Pauling scale),Mean electronegativity (Martynov-Batsanov scale),Mean electronegativity (Gordy scale),Mean electronegativity (Mulliken scale),Mean electronegativity (Allred-Rochow scale),Ionic character (Pauling scale),Ionic character (Martynov-Batsanov scale),Ionic character (Gordy scale),Ionic character (Mulliken scale),Ionic character (Allred-Rochow scale),Sum of valence electrons,Mean number of electrons,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight sum,Atomic weight difference,Mean atomic weight,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2 x atomic radius difference,Covalent radius sum,Mean Covalent radius,Covalent radius ratio,2 x covalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zunger radius sum ratio,2 x Zunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2 x Ionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2 x Crystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group number difference,Family number sum,Mean family number,Family number difference,Quantum number (l) sum,Mean quantum number (l) mean,Quantum number (l) difference
CoSi,FeSi,1,1,0.02,0.26,0.6876,0.47,0.076,4.535,1.85,3.8414,4.535,1.878,9.9995E-05,0.016757996,0.111480283,0.053727787,0.001442958,13,6.5,41,-13,20.5,87.0187,-30.8477,43.50935,2.45,1.225,0.814814815,4.9,2.27,1.135,0.956896552,4.54,3.44,1.72,0.702970297,-1.2,-0.6,2.45,1.225,0.814814815,-0.5,0.94,0.47,0.740740741,-0.28,7,3.5,-1,23,11.5,5,10,5,2,3,1.5,-1
CoSi,FeSi,1,1,0.02,0.26,0.6876,0.47,0.076,4.535,1.85,3.8414,4.535,1.878,9.9995E-05,0.016757996,0.111480283,0.053727787,0.001442958,13,6.5,41,-13,20.5,87.0187,-30.8477,43.50935,2.45,1.225,0.814814815,4.9,2.27,1.135,0.956896552,4.54,3.44,1.72,0.702970297,-1.2,-0.6,2.45,1.225,0.814814815,-0.5,0.94,0.47,0.740740741,-0.28,7,3.5,-1,23,11.5,5,10,5,2,3,1.5,-1
CoSi,FeSi,1,1,0.02,0.26,0.6876,0.47,0.076,4.535,1.85,3.8414,4.535,1.878,9.9995E-05,0.016757996,0.111480283,0.053727787,0.001442958,13,6.5,41,-13,20.5,87.0187,-30.8477,43.50935,2.45,1.225,0.814814815,4.9,2.27,1.135,0.956896552,4.54,3.44,1.72,0.702970297,-1.2,-0.6,2.45,1.225,0.814814815,-0.5,0.94,0.47,0.740740741,-0.28,7,3.5,-1,23,11.5,5,10,5,2,3,1.5,-1
CoSi,FeSi,1,1,0.02,0.26,0.6876,0.47,0.076,4.535,1.85,3.8414,4.535,1.878,9.9995E-05,0.016757996,0.111480283,0.053727787,0.001442958,13,6.5,41,-13,20.5,87.0187,-30.8477,43.50935,2.45,1.225,0.814814815,4.9,2.27,1.135,0.956896552,4.54,3.44,1.72,0.702970297,-1.2,-0.6,2.45,1.225,0.814814815,-0.5,0.94,0.47,0.740740741,-0.28,7,3.5,-1,23,11.5,5,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeGe,FeSi,1,1,0.18,0.32,1.2216,0.54,0.194,4.33,1.83,4.0298,4.33,1.897,0.008067283,0.025275098,0.311387544,0.070306205,0.009364874,12,6,58,6,29,128.457,16.763,64.2285,2.65,1.325,0.892857143,5.3,2.39,1.195,1.042735043,4.78,3.67,1.835,0.739336493,-1.1,-0.55,2.65,1.325,0.892857143,-0.3,1.22,0.61,0.768115942,-0.32,8,4,0,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
FeSi,FeSi,1,1,0.07,0.31,0.7662,0.71,0.116,4.415,1.825,3.8021,4.415,1.858,0.00122425,0.023738697,0.136503651,0.118407193,0.003358348,12,6,40,-12,20,83.9325,-27.7615,41.96625,2.5,1.25,0.785714286,5,2.28,1.14,0.948717949,4.56,3.53,1.765,0.672985782,-1.38,-0.69,2.5,1.25,0.785714286,-0.6,1.09,0.545,0.579710145,-0.58,7,3.5,-1,22,11,6,10,5,2,3,1.5,-1
