Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
1700917,LaSb,NaCl,La,Sb,4.589,4.589,3.245,1.871,1.434,1.305,1.226,1.6,0.982,2.294,0.951,0.226,-0.337,0,0.586,0,0.165,4.589,3.245,1.226,0.982,1,1,0.337,0.226,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,113.9,0,18.75,12.5,2.454,2.651,80.08,0.654,6,3,3,45.56,0,12,8,1.874,2.295,27.546,0.605,6,9,3,136.68,0,21,14,2.648,2.77,97.592,0.67,1,1,0.5,0.5,1,1,1,138.906,1.141,17.145,6,5,3,15,-12,13,85,-72,3,15,-12,18,3,1.5,1,3,-2,4,1,0.5,1,5,-4,6,1,0.5,3.84,3.984,-0.144,0.964,3.984,3.84,3.912,1.92,5.577,8.608,-3.031,0.648,8.608,5.577,7.093,2.788,12,6,6,0.5,0.5,0.5,0.5,0.5,0.991,0.868,0.991,0.868,0.93,1.871,1.434,1.305,0.437,1.652,0.936,1.871,1.59,1.177,0.281,1.731,0.936,1.1,2.05,-0.95,0.537,2.05,1.1,1.575,0.55,1.35,2.14,-0.79,0.631,2.14,1.35,1.745,0.675,1193.15,904.15,289,1.32,1193.15,904.15,1048.65,596.575,6.15,6.69,-0.54,0.919,6.69,6.15,6.42,3.075,0.19,0.21,-0.02,0.905,0.21,0.19,0.2,0.095,4.47,2.75,1.72,1.625,4.47,2.75,3.61,2.235,27.9,38.3,-10.4,0.728,38.3,27.9,33.1,13.95
1013073,CePt,TlI,Ce,Pt,3.674,3.263,2.817,1.819,1.387,1.311,1.01,1.176,0.879,1.186,1.632,-0.348,0.176,0.355,0,0,0.152,3.263,2.817,1.176,0.879,1,1,0.348,0.176,0.522,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.067,1.067,1.067,1.067,4,4,4,4,1.304,1.158,1.304,1.158,0,1,0,1,1,0,1,0,12.75,8.25,4.5,93.37,0.362,32.25,21.5,2.152,2.28,47.3,0.468,12,7.5,4.5,84.219,0.361,30,20,1.997,2.128,35.293,0.409,12,8.5,4.5,96.42,0.365,33,22,2.204,2.33,51.302,0.487,1,1,0.5,0.5,1,1,1,140.115,0.718,-54.969,6,6,3,10,-7,15,63,-48,4,10,-6,14,4,2,1,1,0,2,1,0.5,3,3,0,6,3,1.5,3.774,4.883,-1.109,0.773,4.883,3.774,4.328,1.887,5.539,8.959,-3.42,0.618,8.959,5.539,7.249,2.769,12,12,0,0.5,1,1,0.5,0.75,0.99,1,1,0.99,0.995,1.819,1.387,1.311,0.432,1.603,0.91,1.818,1.385,1.313,0.433,1.602,0.909,1.12,2.28,-1.16,0.491,2.28,1.12,1.7,0.56,1.1,1.91,-0.81,0.576,1.91,1.1,1.505,0.55,1071.15,2045.15,-974,0.524,2045.15,1071.15,1558.15,535.575,6.66,21.4,-14.74,0.311,21.4,6.66,14.03,3.33,0.19,0.13,0.06,1.462,0.19,0.13,0.16,0.095,4.32,5.84,-1.52,0.74,5.84,4.32,5.08,2.16,21.5,276,-254.5,0.078,276,21.5,148.75,10.75
1141047,GaSb,ZnS,Ga,Sb,4.309,4.309,2.639,1.243,1.434,0.867,1.733,1.502,0.986,2.155,0.484,0.733,-0.662,0,0.775,0,0.976,4.309,2.639,1.733,0.986,1,1,0.733,0.662,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,9.428,0.001,6,4,0.879,1.523,2.846,0.302,4,2,2,9.428,0.001,6,4,0.879,1.523,2.846,0.302,4,2,2,9.428,0.001,6,4,0.879,1.523,2.846,0.302,1,1,0.5,0.5,1,1,1,69.723,0.573,-52.037,4,5,13,15,-2,74,85,-11,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,2.655,3.984,-1.329,0.666,3.984,2.655,3.319,1.328,5.999,8.608,-2.609,0.697,8.608,5.999,7.304,3,7,6,1,0.143,0.5,0.5,0.143,0.321,0.897,0.868,0.897,0.868,0.883,1.243,1.434,0.867,-0.191,1.338,0.622,1.408,1.59,0.886,-0.182,1.499,0.704,1.81,2.05,-0.24,0.883,2.05,1.81,1.93,0.905,1.7,2.14,-0.44,0.794,2.14,1.7,1.92,0.85,302.95,904.15,-601.2,0.335,904.15,302.95,603.55,151.475,5.9,6.69,-0.79,0.882,6.69,5.9,6.295,2.95,0.37,0.21,0.16,1.762,0.37,0.21,0.29,0.185,2.81,2.75,0.06,1.022,2.81,2.75,2.78,1.405,56.9,38.3,18.6,1.486,56.9,38.3,47.6,28.45
1539479,GdGe,TlI,Gd,Ge,3.493,3.064,2.797,1.787,1.225,1.459,0.977,1.251,0.929,1.265,1.532,-0.292,0.251,0.276,0,0,0.148,3.064,2.797,1.251,0.929,1,1,0.292,0.251,0.508,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.054,1.054,1.054,1.054,4,4,4,4,1.249,1.095,1.249,1.095,0,1,0,1,1,0,1,0,13,8.5,4.5,92.686,0.359,33,22,2.233,2.378,53.787,0.528,13,8.5,4.5,92.686,0.359,33,22,2.233,2.378,53.787,0.528,13,8.5,4.5,92.686,0.359,33,22,2.233,2.378,53.787,0.528,1,1,0.5,0.5,1,1,1,157.25,2.165,84.62,6,4,3,14,-11,27,79,-52,10,14,-4,24,10,5,7,2,5,9,7,3.5,3,4,-1,7,3,1.5,4.034,3.046,0.988,1.324,4.034,3.046,3.54,2.017,6.15,7.899,-1.75,0.779,7.899,6.15,7.025,3.075,12,4,8,0.5,1,1,0.5,0.75,0.983,1,1,0.983,0.992,1.787,1.225,1.459,0.562,1.506,0.894,1.795,1.366,1.314,0.429,1.58,0.898,1.2,2.01,-0.81,0.597,2.01,1.2,1.605,0.6,1.1,1.99,-0.89,0.553,1.99,1.1,1.545,0.55,1586.15,1220.55,365.6,1.3,1586.15,1220.55,1403.35,793.075,7.9,5.32,2.58,1.485,7.9,5.32,6.61,3.95,0.23,0.32,-0.09,0.719,0.32,0.23,0.275,0.115,4.14,3.85,0.29,1.075,4.14,3.85,3.995,2.07,37.9,77.2,-39.3,0.491,77.2,37.9,57.55,18.95
534870,DySb,NaCl,Dy,Sb,4.352,4.352,3.078,1.752,1.434,1.222,1.242,1.517,0.966,2.176,0.902,0.242,-0.371,0,0.585,0,0.196,4.352,3.078,1.242,0.966,1,1,0.371,0.242,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,97.151,0,18.75,12.5,2.326,2.513,68.265,0.653,6,3,3,38.86,0,12,8,1.776,2.175,23.477,0.604,6,9,3,116.581,0,21,14,2.51,2.626,83.194,0.67,1,1,0.5,0.5,1,1,1,162.5,1.335,40.74,6,5,3,15,-12,31,85,-54,12,15,-3,27,12,6,4,3,1,7,4,2,3,5,-2,8,3,1.5,3.963,3.984,-0.021,0.995,3.984,3.963,3.974,1.982,5.939,8.608,-2.669,0.69,8.608,5.939,7.274,2.969,12,6,6,0.5,0.5,0.5,0.5,0.5,0.976,0.868,0.976,0.868,0.922,1.752,1.434,1.222,0.318,1.593,0.876,1.77,1.59,1.113,0.18,1.68,0.885,1.22,2.05,-0.83,0.595,2.05,1.22,1.635,0.61,1.15,2.14,-0.99,0.537,2.14,1.15,1.645,0.575,1685.15,904.15,781,1.864,1685.15,904.15,1294.65,842.575,8.55,6.69,1.86,1.278,8.55,6.69,7.62,4.275,0.17,0.21,-0.04,0.81,0.21,0.17,0.19,0.085,3.04,2.75,0.29,1.105,3.04,2.75,2.895,1.52,40.5,38.3,2.2,1.057,40.5,38.3,39.4,20.25
1412159,DySi,TlI,Dy,Si,3.374,2.957,2.712,1.752,1.176,1.49,0.963,1.257,0.926,1.234,1.478,-0.296,0.257,0.269,0,0,0.154,2.957,2.712,1.257,0.926,1,1,0.296,0.257,0.507,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.055,1.055,1.055,1.055,4,4,4,4,1.244,1.09,1.244,1.09,0,1,0,1,1,0,1,0,13,8.5,4.5,84.452,0.348,33,22,2.161,2.29,48.921,0.524,13,8.5,4.5,84.452,0.348,33,22,2.161,2.29,48.921,0.524,13,8.5,4.5,84.452,0.348,33,22,2.161,2.29,48.921,0.524,1,1,0.5,0.5,1,1,1,162.5,5.786,134.414,6,3,3,14,-11,31,78,-47,12,4,8,16,12,6,4,2,2,6,4,2,3,4,-1,7,3,1.5,3.963,2.321,1.642,1.707,3.963,2.321,3.142,1.982,5.939,8.152,-2.213,0.729,8.152,5.939,7.045,2.969,12,4,8,0.5,1,1,0.5,0.75,0.976,1,1,0.976,0.988,1.752,1.176,1.49,0.576,1.464,0.876,1.77,1.316,1.345,0.454,1.543,0.885,1.22,1.9,-0.68,0.642,1.9,1.22,1.56,0.61,1.15,1.98,-0.83,0.581,1.98,1.15,1.565,0.575,1685.15,1683.15,2,1.001,1685.15,1683.15,1684.15,842.575,8.55,2.33,6.22,3.67,8.55,2.33,5.44,4.275,0.17,0.71,-0.54,0.239,0.71,0.17,0.44,0.085,3.04,4.63,-1.59,0.657,4.63,3.04,3.835,1.52,40.5,98,-57.5,0.413,98,40.5,69.25,20.25
1824076,PtSb,NiAs,Pt,Sb,2.739,3.625,2.742,1.387,1.434,0.967,0.987,1.264,0.972,1.37,1.373,-0.013,-0.043,0,0.243,0,0.002,2.739,2.742,0.987,0.972,1,1,0.043,0.013,0.538,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.001,1.322,1.001,1.322,6,6,6,6,1,1.322,1,1.322,2,6,2,6,0,0,0,0,8.5,4,4.5,40.977,0.027,17.625,11.75,1.679,1.694,24.153,0.561,7,4,3,26.758,0,15,10,1.508,1.5,14.737,0.548,7,4,9,83.632,0.106,25.5,17,2.193,2.276,52.4,0.602,1,1,0.5,0.5,1,1,1,195.084,1.602,73.324,6,5,10,15,-5,63,85,-22,10,15,-5,25,10,5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,4.883,3.984,0.899,1.226,4.883,3.984,4.434,2.442,8.959,8.608,0.35,1.041,8.959,8.608,8.784,4.479,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.387,1.434,0.967,-0.047,1.41,0.694,1.385,1.59,0.871,-0.205,1.488,0.692,2.28,2.05,0.23,1.112,2.28,2.05,2.165,1.14,1.91,2.14,-0.23,0.893,2.14,1.91,2.025,0.955,2045.15,904.15,1141,2.262,2045.15,904.15,1474.65,1022.575,21.4,6.69,14.71,3.199,21.4,6.69,14.045,10.7,0.13,0.21,-0.08,0.619,0.21,0.13,0.17,0.065,5.84,2.75,3.09,2.124,5.84,2.75,4.295,2.92,276,38.3,237.7,7.206,276,38.3,157.15,138
310237,InSb,ZnS,In,Sb,4.585,4.585,2.808,1.624,1.434,1.132,1.412,1.599,0.918,2.292,0.516,0.412,-0.641,0,0.775,0,0.58,4.585,2.808,1.412,0.918,1,1,0.641,0.412,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.358,0,6,4,0.936,1.621,3.434,0.302,4,2,2,11.358,0,6,4,0.936,1.621,3.434,0.302,4,2,2,11.358,0,6,4,0.936,1.621,3.434,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
527818,FeSi,FeSi,Fe,Si,2.75,2.777,2.283,1.242,1.176,1.056,1.107,1.181,0.944,1.375,0.908,0.107,-0.228,0,0.346,0,0.063,2.75,2.283,1.107,0.944,1,1,0.228,0.107,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.025,1.025,1.025,1.025,3,3,3,3,1.205,1.216,1.205,1.216,0,1,0,1,1,0,1,0,13,6.5,6.5,41.47,0.101,33,22,1.781,1.871,23.755,0.574,13,6.5,6.5,41.47,0.101,33,22,1.781,1.871,23.755,0.574,13,6.5,6.5,41.47,0.101,33,22,1.781,1.871,23.755,0.574,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
532597,HoGa,TlI,Ho,Ga,3.671,2.608,3.031,1.745,1.243,1.404,1.052,1.049,1.014,1.727,1.304,-0.01,0.049,0.059,0,0,0.003,2.608,3.031,1.049,1.014,1,1,0.049,0.01,0.661,4,4,2,1,1,4,4,4,2,4,2,7,2,7,2,1.001,1.162,1.001,1.162,1,4,1,4,1.211,1,1.211,1,0,0,0,0,4,2,4,2,13,8.5,4.5,93.383,0.157,33,22,2.415,2.482,64.128,0.67,13,8.5,4.5,93.383,0.157,33,22,2.415,2.482,64.128,0.67,13,8.5,4.5,93.383,0.157,33,22,2.415,2.482,64.128,0.67,1,1,0.5,0.5,1,1,1,164.93,2.366,95.207,6,4,3,13,-10,33,74,-41,13,13,0,26,13,6.5,3,1,2,4,3,1.5,3,3,0,6,3,1.5,3.994,2.655,1.339,1.504,3.994,2.655,3.324,1.997,6.022,5.999,0.022,1.004,6.022,5.999,6.01,3.011,12,7,5,0.5,0.143,0.5,0.143,0.321,0.975,0.897,0.975,0.897,0.936,1.745,1.243,1.404,0.502,1.494,0.872,1.761,1.408,1.251,0.353,1.584,0.88,1.23,1.81,-0.58,0.68,1.81,1.23,1.52,0.615,1.2,1.7,-0.5,0.706,1.7,1.2,1.45,0.6,1747.15,302.95,1444.2,5.767,1747.15,302.95,1025.05,873.575,8.8,5.9,2.9,1.492,8.8,5.9,7.35,4.4,0.16,0.37,-0.21,0.432,0.37,0.16,0.265,0.08,3.14,2.81,0.33,1.117,3.14,2.81,2.975,1.57,40.2,56.9,-16.7,0.707,56.9,40.2,48.55,20.1
1933250,FePt,CuAu,Fe,Pt,2.758,2.758,2.688,1.242,1.387,0.895,1.11,0.994,1.022,1.379,1.309,0.11,-0.056,0,0.051,0,0.015,2.758,2.688,1.11,1.022,1,1,0.11,0.056,0.724,1,1,2,1,1,1,1,8,8,8,8,12,12,12,12,1.026,1.026,1.026,1.026,4,4,4,4,1.026,1.026,1.026,1.026,0,8,0,8,8,0,8,0,12,6,6,46.907,0,30,20,1.961,1.85,31.583,0.673,12,6,6,46.907,0,30,20,1.961,1.85,31.583,0.673,12,6,6,46.907,0,30,20,1.961,1.85,31.583,0.673,1,1,0.5,0.5,1,1,1,55.847,0.286,-139.237,4,6,8,10,-2,55,63,-8,8,10,-2,18,8,4,4,1,3,5,4,2,5,3,2,8,5,2.5,3.048,4.883,-1.835,0.624,4.883,3.048,3.965,1.524,7.902,8.959,-1.056,0.882,8.959,7.902,8.431,3.951,14,12,2,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.387,0.895,-0.145,1.314,0.621,1.26,1.385,0.91,-0.125,1.322,0.63,1.83,2.28,-0.45,0.803,2.28,1.83,2.055,0.915,1.67,1.91,-0.24,0.874,1.91,1.67,1.79,0.835,1808.15,2045.15,-237,0.884,2045.15,1808.15,1926.65,904.075,7.86,21.4,-13.54,0.367,21.4,7.86,14.63,3.93,0.44,0.13,0.31,3.385,0.44,0.13,0.285,0.22,4.28,5.84,-1.56,0.733,5.84,4.28,5.06,2.14,166,276,-110,0.601,276,166,221,83
555531,CeNi,TlI,Ce,Ni,3.64,2.698,2.94,1.819,1.246,1.46,1.001,1.083,0.959,1.591,1.349,-0.125,0.083,0.126,0,0,0.023,2.698,2.94,1.083,0.959,1,1,0.125,0.083,0.622,4,4,2,1,1,4,4,2,2,2,2,7,2,7,2,1.01,1.09,1.01,1.09,4,2,4,2,1.238,1,1.238,1,0,0,0,0,2,2,2,2,11.75,7.25,4.5,75.892,0.194,29.25,19.5,2.158,2.217,48.366,0.597,8,3.5,4.5,41.518,0.124,18,12,1.652,1.914,20.368,0.465,8,8.5,4.5,87.35,0.404,33,22,2.328,2.318,57.698,0.642,1,1,0.5,0.5,1,1,1,140.115,2.387,81.422,6,4,3,10,-7,15,61,-46,4,10,-6,14,4,2,1,2,-1,3,1,0.5,3,3,0,6,3,1.5,3.774,2.996,0.778,1.26,3.774,2.996,3.385,1.887,5.539,7.64,-2.101,0.725,7.64,5.539,6.589,2.769,12,12,0,0.5,1,1,0.5,0.75,0.99,1,1,0.99,0.995,1.819,1.246,1.46,0.573,1.532,0.91,1.818,1.244,1.461,0.574,1.531,0.909,1.12,1.91,-0.79,0.586,1.91,1.12,1.515,0.56,1.1,1.76,-0.66,0.625,1.76,1.1,1.43,0.55,1071.15,1726.15,-655,0.621,1726.15,1071.15,1398.65,535.575,6.66,8.9,-2.24,0.748,8.9,6.66,7.78,3.33,0.19,0.44,-0.25,0.432,0.44,0.19,0.315,0.095,4.32,4.44,-0.12,0.973,4.44,4.32,4.38,2.16,21.5,177,-155.5,0.121,177,21.5,99.25,10.75
1934516,LaSn,TlI,La,Sn,3.96,2.991,3.3,1.871,1.511,1.238,1.058,0.99,0.976,1.804,1.496,-0.036,-0.01,0.089,0,0,0.001,2.991,3.3,0.99,0.976,1,1,0.036,0.01,0.618,4,4,2,1,1,4,4,1,2,1,2,5,2,5,2,1.002,1.103,1.002,1.103,4,1,4,1,1.2,1,1.2,1,0,0,0,0,1,2,1,2,13,8.5,4.5,125.072,0.21,33,22,2.598,2.695,81.037,0.619,13,8.5,4.5,125.072,0.21,33,22,2.598,2.695,81.037,0.619,13,8.5,4.5,125.072,0.21,33,22,2.598,2.695,81.037,0.619,1,1,0.5,0.5,1,1,1,138.906,1.17,20.195,6,5,3,14,-11,13,80,-67,3,14,-11,17,3,1.5,1,2,-1,3,1,0.5,1,4,-3,5,1,0.5,3.84,3.672,0.168,1.046,3.84,3.672,3.756,1.92,5.577,7.344,-1.767,0.759,7.344,5.577,6.46,2.788,12,6,6,0.5,0.667,0.667,0.5,0.583,0.991,0.949,0.991,0.949,0.97,1.871,1.511,1.238,0.36,1.691,0.936,1.871,1.62,1.155,0.251,1.746,0.936,1.1,1.96,-0.86,0.561,1.96,1.1,1.53,0.55,1.35,1.88,-0.53,0.718,1.88,1.35,1.615,0.675,1193.15,505.15,688,2.362,1193.15,505.15,849.15,596.575,6.15,7.31,-1.16,0.841,7.31,6.15,6.73,3.075,0.19,0.227,-0.037,0.837,0.227,0.19,0.209,0.095,4.47,3.14,1.33,1.424,4.47,3.14,3.805,2.235,27.9,58.2,-30.3,0.479,58.2,27.9,43.05,13.95
