Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
1833541,FeSi,FeSi,Fe,Si,2.751,2.778,2.283,1.242,1.176,1.056,1.107,1.181,0.944,1.376,0.907,0.107,-0.228,0,0.347,0,0.064,2.751,2.283,1.107,0.944,1,1,0.228,0.107,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.026,1.026,1.026,1.026,3,3,3,3,1.205,1.217,1.205,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,41.481,0.1,33,22,1.781,1.872,23.766,0.574,13,6.5,6.5,41.481,0.1,33,22,1.781,1.872,23.766,0.574,13,6.5,6.5,41.481,0.1,33,22,1.781,1.872,23.766,0.574,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
1831343,PdIn,CsCl,In,Pd,3.242,3.242,2.808,1.624,1.376,1.18,0.998,1.178,0.936,1.621,1.187,-0.002,-0.137,0,0.268,0,0.019,3.242,2.808,0.998,0.936,1,1,0.137,0.002,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,5,6,5,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,68.164,0,36,24,2.386,2.292,56.924,0.835,14,7,7,68.164,0,36,24,2.386,2.292,56.924,0.835,14,7,7,68.164,0,36,24,2.386,2.292,56.924,0.835,1,1,0.5,0.5,1,1,1,106.42,0.927,-8.398,5,5,10,13,-3,62,75,-13,10,13,-3,23,10,5,0,1,-1,1,0,0,3,3,0,6,3,1.5,3.101,3.259,-0.158,0.952,3.259,3.101,3.18,1.55,8.337,5.786,2.55,1.441,8.337,5.786,7.062,4.168,12,12,0,1,0.333,1,0.333,0.667,1,0.962,1,0.962,0.981,1.376,1.624,0.847,-0.248,1.5,0.688,1.373,1.66,0.827,-0.287,1.516,0.686,2.2,1.78,0.42,1.236,2.2,1.78,1.99,1.1,2.08,1.63,0.45,1.276,2.08,1.63,1.855,1.04,1827.15,429.75,1397.4,4.252,1827.15,429.75,1128.45,913.575,12,7.31,4.69,1.642,12,7.31,9.655,6,0.24,0.23,0.01,1.043,0.24,0.23,0.235,0.12,3.89,2.52,1.37,1.544,3.89,2.52,3.205,1.945,187,41.1,145.9,4.55,187,41.1,114.05,93.5
1802789,ScNi,CsCl,Ni,Sc,3.17,3.17,2.745,1.246,1.641,0.759,1.272,0.966,0.951,1.585,1.16,0.272,-0.293,0,0.268,0,0.16,3.17,2.745,1.272,0.951,1,1,0.293,0.272,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,63.71,0,36,24,2.363,2.242,55.253,0.867,14,7,7,63.71,0,36,24,2.363,2.242,55.253,0.867,14,7,7,63.71,0,36,24,2.363,2.242,55.253,0.867,1,1,0.5,0.5,1,1,1,44.956,0.766,-13.737,4,4,3,10,-7,11,61,-50,3,10,-7,13,3,1.5,1,2,-1,3,1,0.5,1,3,-2,4,1,0.5,2.777,2.996,-0.219,0.927,2.996,2.777,2.886,1.388,6.562,7.64,-1.078,0.859,7.64,6.562,7.101,3.281,12,12,0,0.5,1,1,0.5,0.75,0.984,1,1,0.984,0.992,1.641,1.246,1.317,0.395,1.444,0.82,1.62,1.244,1.302,0.376,1.432,0.81,1.36,1.91,-0.55,0.712,1.91,1.36,1.635,0.68,1.5,1.76,-0.26,0.852,1.76,1.5,1.63,0.75,1814.15,1726.15,88,1.051,1814.15,1726.15,1770.15,907.075,2.99,8.9,-5.91,0.336,8.9,2.99,5.945,1.495,0.6,0.44,0.16,1.364,0.6,0.44,0.52,0.3,3.9,4.44,-0.54,0.878,4.44,3.9,4.17,1.95,56.6,177,-120.4,0.32,177,56.6,116.8,28.3
1249416,ScPt,CsCl,Pt,Sc,3.268,3.268,2.83,1.387,1.641,0.845,1.178,0.996,0.935,1.634,1.196,0.178,-0.271,0,0.268,0,0.105,3.268,2.83,1.178,0.935,1,1,0.271,0.178,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,69.803,0,36,24,2.436,2.311,60.538,0.867,14,7,7,69.803,0,36,24,2.436,2.311,60.538,0.867,14,7,7,69.803,0,36,24,2.436,2.311,60.538,0.867,1,1,0.5,0.5,1,1,1,44.956,0.23,-150.128,4,6,3,10,-7,11,63,-52,3,10,-7,13,3,1.5,1,1,0,2,1,0.5,1,3,-2,4,1,0.5,2.777,4.883,-2.106,0.569,4.883,2.777,3.83,1.388,6.562,8.959,-2.397,0.732,8.959,6.562,7.76,3.281,12,12,0,0.5,1,1,0.5,0.75,0.984,1,1,0.984,0.992,1.641,1.387,1.183,0.254,1.514,0.82,1.62,1.385,1.17,0.235,1.502,0.81,1.36,2.28,-0.92,0.596,2.28,1.36,1.82,0.68,1.5,1.91,-0.41,0.785,1.91,1.5,1.705,0.75,1814.15,2045.15,-231,0.887,2045.15,1814.15,1929.65,907.075,2.99,21.4,-18.41,0.14,21.4,2.99,12.195,1.495,0.6,0.13,0.47,4.615,0.6,0.13,0.365,0.3,3.9,5.84,-1.94,0.668,5.84,3.9,4.87,1.95,56.6,276,-219.4,0.205,276,56.6,166.3,28.3
1300770,ScIn,CuAu,Sc,In,3.21,3.21,3.135,1.641,1.624,1.01,0.978,0.988,0.96,1.605,1.53,-0.022,-0.058,0,0.047,0,0.004,3.21,3.135,0.978,0.96,1,1,0.058,0.022,0.725,1,1,2,1,1,1,1,8,8,8,8,12,12,12,12,1.024,1.024,1.024,1.024,4,4,4,4,1.024,1.024,1.024,1.024,0,8,0,8,8,0,8,0,12,6,6,74.288,0,30,20,2.292,2.163,50.403,0.679,12,6,6,74.288,0,30,20,2.292,2.163,50.403,0.679,12,6,6,74.288,0,30,20,2.292,2.163,50.403,0.679,1,1,0.5,0.5,1,1,1,44.956,0.392,-69.862,4,5,3,13,-10,11,75,-64,3,13,-10,16,3,1.5,1,1,0,2,1,0.5,1,3,-2,4,1,0.5,2.777,3.259,-0.482,0.852,3.259,2.777,3.018,1.388,6.562,5.786,0.775,1.134,6.562,5.786,6.174,3.281,12,12,0,0.5,0.333,0.5,0.333,0.417,0.984,0.962,0.984,0.962,0.973,1.641,1.624,1.01,0.017,1.632,0.82,1.62,1.66,0.976,-0.04,1.64,0.81,1.36,1.78,-0.42,0.764,1.78,1.36,1.57,0.68,1.5,1.63,-0.13,0.92,1.63,1.5,1.565,0.75,1814.15,429.75,1384.4,4.221,1814.15,429.75,1121.95,907.075,2.99,7.31,-4.32,0.409,7.31,2.99,5.15,1.495,0.6,0.23,0.37,2.609,0.6,0.23,0.415,0.3,3.9,2.52,1.38,1.548,3.9,2.52,3.21,1.95,56.6,41.1,15.5,1.377,56.6,41.1,48.85,28.3
1929242,CeSb,NaCl,Ce,Sb,4.547,4.547,3.215,1.819,1.434,1.268,1.25,1.585,0.988,2.274,0.941,0.25,-0.343,0,0.586,0,0.18,4.547,3.215,1.25,0.988,1,1,0.343,0.25,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,110.77,0,18.75,12.5,2.431,2.626,77.879,0.654,6,3,3,44.308,0,12,8,1.856,2.273,26.789,0.605,6,9,3,132.924,0,21,14,2.622,2.744,94.91,0.67,1,1,0.5,0.5,1,1,1,140.115,1.151,18.355,6,5,3,15,-12,15,85,-70,4,15,-11,19,4,2,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.774,3.984,-0.21,0.947,3.984,3.774,3.879,1.887,5.539,8.608,-3.07,0.643,8.608,5.539,7.074,2.769,12,6,6,0.5,0.5,0.5,0.5,0.5,0.99,0.868,0.99,0.868,0.929,1.819,1.434,1.268,0.385,1.626,0.91,1.818,1.59,1.143,0.228,1.704,0.909,1.12,2.05,-0.93,0.546,2.05,1.12,1.585,0.56,1.1,2.14,-1.04,0.514,2.14,1.1,1.62,0.55,1071.15,904.15,167,1.185,1071.15,904.15,987.65,535.575,6.66,6.69,-0.03,0.996,6.69,6.66,6.675,3.33,0.19,0.21,-0.02,0.905,0.21,0.19,0.2,0.095,4.32,2.75,1.57,1.571,4.32,2.75,3.535,2.16,21.5,38.3,-16.8,0.561,38.3,21.5,29.9,10.75
250117,ThGe,NaCl,Th,Ge,4.275,4.275,3.023,1.798,1.225,1.468,1.189,1.745,1,2.138,0.886,0.189,-0.277,0,0.586,0,0.112,4.275,3.023,1.189,1,1,1,0.277,0.189,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,92.086,0,18.75,12.5,2.286,2.47,64.743,0.654,6,3,3,36.834,0,12,8,1.745,2.138,22.27,0.605,6,9,3,110.503,0,21,14,2.466,2.58,78.901,0.67,1,1,0.5,0.5,1,1,1,232.038,3.195,159.408,7,4,3,14,-11,16,79,-63,4,14,-10,18,4,2,2,2,0,4,2,1,2,4,-2,6,2,1,4.679,3.046,1.633,1.536,4.679,3.046,3.862,2.34,6.307,7.899,-1.593,0.798,7.899,6.307,7.103,3.153,12,4,8,1,1,1,1,1,1,1,1,1,1,1.798,1.225,1.468,0.573,1.512,0.899,1.795,1.366,1.314,0.429,1.58,0.898,1.3,2.01,-0.71,0.647,2.01,1.3,1.655,0.65,1.3,1.99,-0.69,0.653,1.99,1.3,1.645,0.65,2023.15,1220.55,802.6,1.658,2023.15,1220.55,1621.85,1011.575,11.7,5.32,6.38,2.199,11.7,5.32,8.51,5.85,0.12,0.32,-0.2,0.375,0.32,0.12,0.22,0.06,6.2,3.85,2.35,1.61,6.2,3.85,5.025,3.1,54,77.2,-23.2,0.699,77.2,54,65.6,27
1824799,PdSb,NiAs,Pd,Sb,2.796,3.654,2.737,1.376,1.434,0.96,1.016,1.274,0.974,1.398,1.339,0.016,-0.066,0,0.267,0,0.005,2.796,2.737,1.016,0.974,1,1,0.066,0.016,0.535,2,2,2,1,1,2,2,6,6,6,6,8,6,8,6,1.022,1.335,1.022,1.335,2,6,2,6,1.022,1.335,1.022,1.335,0,6,0,6,6,0,6,0,8.5,4,4.5,41.043,0.001,17.25,11.5,1.69,1.696,24.806,0.571,7,4,3,26.802,0.001,15,10,1.516,1.501,14.88,0.558,7,4,9,83.768,0.001,24,16,2.212,2.281,54.585,0.612,1,1,0.5,0.5,1,1,1,106.42,0.874,-15.34,5,5,10,15,-5,62,85,-23,10,15,-5,25,10,5,0,3,-3,3,0,0,3,5,-2,8,3,1.5,3.101,3.984,-0.883,0.778,3.984,3.101,3.542,1.55,8.337,8.608,-0.271,0.968,8.608,8.337,8.473,4.168,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.376,1.434,0.96,-0.058,1.405,0.688,1.373,1.59,0.864,-0.217,1.482,0.686,2.2,2.05,0.15,1.073,2.2,2.05,2.125,1.1,2.08,2.14,-0.06,0.972,2.14,2.08,2.11,1.04,1827.15,904.15,923,2.021,1827.15,904.15,1365.65,913.575,12,6.69,5.31,1.794,12,6.69,9.345,6,0.24,0.21,0.03,1.143,0.24,0.21,0.225,0.12,3.89,2.75,1.14,1.415,3.89,2.75,3.32,1.945,187,38.3,148.7,4.883,187,38.3,112.65,93.5
378102,InSb,ZnS,In,Sb,4.581,4.581,2.805,1.624,1.434,1.132,1.41,1.597,0.917,2.29,0.515,0.41,-0.641,0,0.775,0,0.58,4.581,2.805,1.41,0.917,1,1,0.641,0.41,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.328,0.001,6,4,0.935,1.619,3.417,0.302,4,2,2,11.328,0.001,6,4,0.935,1.619,3.417,0.302,4,2,2,11.328,0.001,6,4,0.935,1.619,3.417,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
528234,ErIn,CsCl,Er,In,3.745,3.745,3.243,1.734,1.624,1.068,1.08,1.153,0.966,1.872,1.37,0.08,-0.156,0,0.268,0,0.031,3.745,3.243,1.08,0.966,1,1,0.156,0.08,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,105.039,0,36,24,2.72,2.648,84.322,0.803,14,7,7,105.039,0,36,24,2.72,2.648,84.322,0.803,14,7,7,105.039,0,36,24,2.72,2.648,84.322,0.803,1,1,0.5,0.5,1,1,1,167.259,1.457,52.441,6,5,3,13,-10,35,75,-40,14,13,1,27,14,7,2,1,1,3,2,1,3,3,0,6,3,1.5,4.018,3.259,0.759,1.233,4.018,3.259,3.638,2.009,6.108,5.786,0.321,1.056,6.108,5.786,5.947,3.054,12,12,0,0.5,0.333,0.5,0.333,0.417,0.974,0.962,0.974,0.962,0.968,1.734,1.624,1.068,0.11,1.679,0.867,1.748,1.66,1.053,0.088,1.704,0.874,1.24,1.78,-0.54,0.697,1.78,1.24,1.51,0.62,1.2,1.63,-0.43,0.736,1.63,1.2,1.415,0.6,1802.15,429.75,1372.4,4.193,1802.15,429.75,1115.95,901.075,9.07,7.31,1.76,1.241,9.07,7.31,8.19,4.535,0.17,0.23,-0.06,0.739,0.23,0.17,0.2,0.085,3.29,2.52,0.77,1.306,3.29,2.52,2.905,1.645,44.4,41.1,3.3,1.08,44.4,41.1,42.75,22.2
313947,GaSb,ZnS,Ga,Sb,4.31,4.31,2.639,1.243,1.434,0.867,1.734,1.503,0.986,2.155,0.484,0.734,-0.662,0,0.775,0,0.977,4.31,2.639,1.734,0.986,1,1,0.734,0.662,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,9.432,0.001,6,4,0.879,1.523,2.844,0.302,4,2,2,9.432,0.001,6,4,0.879,1.523,2.844,0.302,4,2,2,9.432,0.001,6,4,0.879,1.523,2.844,0.302,1,1,0.5,0.5,1,1,1,69.723,0.573,-52.037,4,5,13,15,-2,74,85,-11,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,2.655,3.984,-1.329,0.666,3.984,2.655,3.319,1.328,5.999,8.608,-2.609,0.697,8.608,5.999,7.304,3,7,6,1,0.143,0.5,0.5,0.143,0.321,0.897,0.868,0.897,0.868,0.883,1.243,1.434,0.867,-0.191,1.338,0.622,1.408,1.59,0.886,-0.182,1.499,0.704,1.81,2.05,-0.24,0.883,2.05,1.81,1.93,0.905,1.7,2.14,-0.44,0.794,2.14,1.7,1.92,0.85,302.95,904.15,-601.2,0.335,904.15,302.95,603.55,151.475,5.9,6.69,-0.79,0.882,6.69,5.9,6.295,2.95,0.37,0.21,0.16,1.762,0.37,0.21,0.29,0.185,2.81,2.75,0.06,1.022,2.81,2.75,2.78,1.405,56.9,38.3,18.6,1.486,56.9,38.3,47.6,28.45
1823974,YPd,TlI,Y,Pd,3.607,3.216,2.725,1.783,1.376,1.296,1.011,1.169,0.863,1.117,1.608,-0.374,0.169,0.381,0,0,0.168,3.216,2.725,1.169,0.863,1,1,0.374,0.169,0.52,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.084,1.084,1.084,1.084,4,4,4,4,1.324,1.18,1.324,1.18,0,1,0,1,1,0,1,0,15.75,8.25,7.5,111.486,0.323,37.875,25.25,2.305,2.332,53.358,0.47,12,7.5,4.5,78.089,0.314,30,20,1.968,2.088,34.386,0.42,12,8.5,8.5,122.619,0.353,40.5,27,2.417,2.413,59.682,0.486,1,1,0.5,0.5,1,1,1,88.906,0.835,-17.514,5,5,3,10,-7,12,62,-50,3,10,-7,13,3,1.5,1,0,1,1,1,0.5,1,3,-2,4,1,0.5,3.379,3.101,0.278,1.09,3.379,3.101,3.24,1.69,6.217,8.337,-2.12,0.746,8.337,6.217,7.277,3.109,12,12,0,0.5,1,1,0.5,0.75,0.975,1,1,0.975,0.988,1.783,1.376,1.296,0.407,1.58,0.892,1.797,1.373,1.309,0.424,1.585,0.898,1.22,2.2,-0.98,0.555,2.2,1.22,1.71,0.61,1.41,2.08,-0.67,0.678,2.08,1.41,1.745,0.705,1796.15,1827.15,-31,0.983,1827.15,1796.15,1811.65,898.075,4.47,12,-7.53,0.372,12,4.47,8.235,2.235,0.3,0.24,0.06,1.25,0.3,0.24,0.27,0.15,4.37,3.89,0.48,1.123,4.37,3.89,4.13,2.185,41.2,187,-145.8,0.22,187,41.2,114.1,20.6
528220,DyGa,TlI,Dy,Ga,3.536,3.107,2.816,1.752,1.243,1.409,1.009,1.25,0.94,1.262,1.554,-0.279,0.25,0.286,0,0,0.14,3.107,2.816,1.25,0.94,1,1,0.279,0.25,0.509,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.054,1.054,1.054,1.054,4,4,4,4,1.256,1.103,1.256,1.103,0,1,0,1,1,0,1,0,13,8.5,4.5,94.901,0.361,33,22,2.258,2.415,55.276,0.532,13,8.5,4.5,94.901,0.361,33,22,2.258,2.415,55.276,0.532,13,8.5,4.5,94.901,0.361,33,22,2.258,2.415,55.276,0.532,1,1,0.5,0.5,1,1,1,162.5,2.331,92.777,6,4,3,13,-10,31,74,-43,12,13,-1,25,12,6,4,1,3,5,4,2,3,3,0,6,3,1.5,3.963,2.655,1.308,1.493,3.963,2.655,3.309,1.982,5.939,5.999,-0.06,0.99,5.999,5.939,5.969,2.969,12,7,5,0.5,0.143,0.5,0.143,0.321,0.976,0.897,0.976,0.897,0.936,1.752,1.243,1.409,0.509,1.498,0.876,1.77,1.408,1.257,0.362,1.589,0.885,1.22,1.81,-0.59,0.674,1.81,1.22,1.515,0.61,1.15,1.7,-0.55,0.676,1.7,1.15,1.425,0.575,1685.15,302.95,1382.2,5.562,1685.15,302.95,994.05,842.575,8.55,5.9,2.65,1.449,8.55,5.9,7.225,4.275,0.17,0.37,-0.2,0.459,0.37,0.17,0.27,0.085,3.04,2.81,0.23,1.082,3.04,2.81,2.925,1.52,40.5,56.9,-16.4,0.712,56.9,40.5,48.7,20.25
