Formula,Structure,sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
CeSb,NaCl,109.0,100.0,261.87600000000003,1974.78,18.0,11.0,343.0,3.17,4.0,3.0,11.0,1.0,19.0,0.0,3.0,9.0,13.0,25.0,68.8,0.0,0.0,360.0,54.5,50.0,130.93800000000002,987.39,9.0,5.5,171.5,1.585,2.0,1.5,5.5,0.5,9.5,0.0,1.5,4.5,6.5,12.5,34.4,0.0,0.0,180.0,3.5,35.0,9.178000000000004,83.61000000000001,6.0,0.5,32.5,0.46499999999999986,0.0,1.5,4.5,0.5,5.5,0.0,1.5,4.5,6.5,9.5,2.8400000000000016,0.0,0.0,14.0,7.0,70.0,18.35600000000001,167.22000000000003,12.0,1.0,65.0,0.9299999999999997,0.0,3.0,9.0,1.0,11.0,0.0,3.0,9.0,13.0,19.0,5.680000000000003,0.0,0.0,28.0,58.0,85.0,140.116,1071.0,15.0,6.0,204.0,2.05,2.0,3.0,10.0,1.0,15.0,0.0,3.0,9.0,13.0,22.0,37.24,0.0,0.0,194.0,51.0,15.0,121.76,903.78,3.0,5.0,139.0,1.12,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0,51.0,15.0,121.76,903.78,3.0,5.0,139.0,1.12,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0
GdSb,NaCl,115.0,112.0,279.01,2489.7799999999997,18.0,11.0,335.0,3.25,4.0,3.0,11.0,7.0,25.0,0.0,3.0,9.0,7.0,19.0,63.61,0.0,0.0,360.0,57.5,56.0,139.505,1244.8899999999999,9.0,5.5,167.5,1.625,2.0,1.5,5.5,3.5,12.5,0.0,1.5,4.5,3.5,9.5,31.805,0.0,0.0,180.0,6.5,29.0,17.744999999999997,341.11,6.0,0.5,28.5,0.42499999999999993,0.0,1.5,4.5,3.5,2.5,0.0,1.5,4.5,3.5,6.5,0.24499999999999922,0.0,0.0,14.0,13.0,58.0,35.489999999999995,682.22,12.0,1.0,57.0,0.8499999999999999,0.0,3.0,9.0,7.0,5.0,0.0,3.0,9.0,7.0,13.0,0.48999999999999844,0.0,0.0,28.0,64.0,85.0,157.25,1586.0,15.0,6.0,196.0,2.05,2.0,3.0,10.0,7.0,15.0,0.0,3.0,9.0,7.0,16.0,32.05,0.0,0.0,194.0,51.0,27.0,121.76,903.78,3.0,5.0,139.0,1.2,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0,51.0,27.0,121.76,903.78,3.0,5.0,139.0,1.2,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0
GaSb,ZnS,82.0,159.0,191.483,1206.69,28.0,9.0,261.0,3.86,4.0,4.0,20.0,0.0,28.0,0.0,8.0,0.0,0.0,8.0,50.417500000000004,0.0,0.0,230.0,41.0,79.5,95.7415,603.345,14.0,4.5,130.5,1.93,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,25.208750000000002,0.0,0.0,115.0,10.0,5.5,26.018500000000003,300.43499999999995,1.0,0.5,8.5,0.11999999999999988,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.3512499999999985,0.0,0.0,51.0,20.0,11.0,52.037000000000006,600.8699999999999,2.0,1.0,17.0,0.23999999999999977,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,12.702499999999997,0.0,0.0,102.0,51.0,85.0,121.76,903.78,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,31.56,0.0,0.0,166.0,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,18.8575,0.0,0.0,64.0,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,18.8575,0.0,0.0,64.0
CoSi,FeSi,41.0,136.0,87.018695,3455.0,23.0,7.0,237.0,3.78,4.0,2.0,7.0,0.0,13.0,0.0,4.0,3.0,0.0,7.0,30.685000000000002,0.773,1.5484712,421.0,20.5,68.0,43.5093475,1727.5,11.5,3.5,118.5,1.89,2.0,1.0,3.5,0.0,6.5,0.0,2.0,1.5,0.0,3.5,15.342500000000001,0.3865,0.7742356,210.5,6.5,10.0,15.423847499999999,40.5,2.5,0.5,7.5,0.010000000000000009,0.0,1.0,3.5,0.0,2.5,0.0,2.0,1.5,0.0,0.5,5.097500000000001,0.3865,0.7742356,16.5,13.0,20.0,30.847694999999998,81.0,5.0,1.0,15.0,0.020000000000000018,0.0,2.0,7.0,0.0,5.0,0.0,4.0,3.0,0.0,1.0,10.195000000000002,0.773,1.5484712,33.0,27.0,78.0,58.933195,1768.0,14.0,4.0,126.0,1.9,2.0,2.0,7.0,0.0,9.0,0.0,4.0,3.0,0.0,4.0,20.44,0.773,1.5484712,227.0,14.0,58.0,28.0855,1687.0,9.0,3.0,111.0,1.88,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0,14.0,58.0,28.0855,1687.0,9.0,3.0,111.0,1.88,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0
PdGe,FeAs,78.0,141.0,179.06,3039.45,24.0,9.0,259.0,4.21,2.0,2.0,20.0,0.0,24.0,0.0,4.0,0.0,0.0,4.0,37.415,0.383,0.0,450.0,39.0,70.5,89.53,1519.725,12.0,4.5,129.5,2.105,1.0,1.0,10.0,0.0,12.0,0.0,2.0,0.0,0.0,2.0,18.7075,0.1915,0.0,225.0,7.0,8.5,16.89,308.32499999999993,2.0,0.5,9.5,0.0950000000000002,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.297499999999999,0.1915,0.0,0.0,14.0,17.0,33.78,616.6499999999999,4.0,1.0,19.0,0.1900000000000004,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,8.594999999999999,0.383,0.0,0.0,46.0,79.0,106.42,1828.05,14.0,5.0,139.0,2.2,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0,32.0,62.0,72.64,1211.4,10.0,4.0,120.0,2.01,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,225.0,32.0,62.0,72.64,1211.4,10.0,4.0,120.0,2.01,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,225.0
YbNi,FeB-b,98.0,100.0,231.7474,2820.0,13.0,10.0,311.0,3.17,4.0,0.0,8.0,14.0,26.0,0.0,0.0,2.0,0.0,2.0,44.44,0.0,0.5953947,450.0,49.0,50.0,115.8737,1410.0,6.5,5.0,155.5,1.585,2.0,0.0,4.0,7.0,13.0,0.0,0.0,1.0,0.0,1.0,22.22,0.0,0.29769735,225.0,21.0,11.0,57.1803,318.0,3.5,1.0,31.5,0.32499999999999996,0.0,0.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,11.899999999999999,0.0,0.29769735,0.0,42.0,22.0,114.3606,636.0,7.0,2.0,63.0,0.6499999999999999,0.0,0.0,8.0,14.0,6.0,0.0,0.0,2.0,0.0,2.0,23.799999999999997,0.0,0.5953947,0.0,70.0,61.0,173.054,1728.0,10.0,6.0,187.0,1.91,2.0,0.0,8.0,14.0,16.0,0.0,0.0,2.0,0.0,2.0,34.12,0.0,0.5953947,225.0,28.0,39.0,58.6934,1092.0,3.0,4.0,124.0,1.26,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.32,0.0,0.0,225.0,28.0,39.0,58.6934,1092.0,3.0,4.0,124.0,1.26,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.32,0.0,0.0,225.0
TbGe,TlI,97.0,108.0,231.56535000000002,2840.4,17.0,10.0,314.0,3.2199999999999998,4.0,2.0,10.0,9.0,25.0,0.0,4.0,0.0,5.0,9.0,54.7416666667,0.383,0.0,419.0,48.5,54.0,115.78267500000001,1420.2,8.5,5.0,157.0,1.6099999999999999,2.0,1.0,5.0,4.5,12.5,0.0,2.0,0.0,2.5,4.5,27.37083333335,0.1915,0.0,209.5,16.5,25.0,43.142675000000004,208.79999999999995,5.5,1.0,37.0,0.3999999999999999,0.0,1.0,5.0,4.5,1.5,0.0,2.0,0.0,2.5,0.5,4.36583333335,0.1915,0.0,15.5,33.0,50.0,86.28535000000001,417.5999999999999,11.0,2.0,74.0,0.7999999999999998,0.0,2.0,10.0,9.0,3.0,0.0,4.0,0.0,5.0,1.0,8.7316666667,0.383,0.0,31.0,65.0,79.0,158.92535,1629.0,14.0,6.0,194.0,2.01,2.0,2.0,10.0,9.0,14.0,0.0,4.0,0.0,5.0,5.0,31.7366666667,0.383,0.0,225.0,32.0,29.0,72.64,1211.4,3.0,4.0,120.0,1.21,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,23.005,0.0,0.0,194.0,32.0,29.0,72.64,1211.4,3.0,4.0,120.0,1.21,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,23.005,0.0,0.0,194.0
ScGa,TlI,52.0,85.0,114.678912,2116.91,16.0,8.0,292.0,3.17,4.0,1.0,11.0,0.0,16.0,0.0,5.0,9.0,0.0,14.0,41.0925,0.0,6.35e-06,258.0,26.0,42.5,57.339456,1058.455,8.0,4.0,146.0,1.585,2.0,0.5,5.5,0.0,8.0,0.0,2.5,4.5,0.0,7.0,20.54625,0.0,3.175e-06,129.0,5.0,31.5,12.383544,755.545,5.0,0.0,24.0,0.22499999999999998,0.0,0.5,4.5,0.0,5.0,0.0,2.5,4.5,0.0,2.0,1.6887499999999989,0.0,3.175e-06,65.0,10.0,63.0,24.767088,1511.09,10.0,0.0,48.0,0.44999999999999996,0.0,1.0,9.0,0.0,10.0,0.0,5.0,9.0,0.0,4.0,3.3774999999999977,0.0,6.35e-06,130.0,31.0,74.0,69.723,1814.0,13.0,4.0,170.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,5.0,9.0,0.0,9.0,22.235,0.0,6.35e-06,194.0,21.0,11.0,44.955912,302.91,3.0,4.0,122.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,18.8575,0.0,0.0,64.0,21.0,11.0,44.955912,302.91,3.0,4.0,122.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,18.8575,0.0,0.0,64.0
CeRh,TlI,103.0,74.0,243.0215,3308.0,12.0,11.0,346.0,3.4,3.0,0.0,9.0,1.0,13.0,1.0,0.0,11.0,13.0,25.0,50.88,0.0,0.0,419.0,51.5,37.0,121.51075,1654.0,6.0,5.5,173.0,1.7,1.5,0.0,4.5,0.5,6.5,0.5,0.0,5.5,6.5,12.5,25.44,0.0,0.0,209.5,6.5,22.0,18.605250000000005,583.0,3.0,0.5,31.0,0.5799999999999998,0.5,0.0,3.5,0.5,2.5,0.5,0.0,3.5,6.5,9.5,11.8,0.0,0.0,15.5,13.0,44.0,37.21050000000001,1166.0,6.0,1.0,62.0,1.1599999999999997,1.0,0.0,7.0,1.0,5.0,1.0,0.0,7.0,13.0,19.0,23.6,0.0,0.0,31.0,58.0,59.0,140.116,2237.0,9.0,6.0,204.0,2.28,2.0,0.0,8.0,1.0,9.0,1.0,0.0,9.0,13.0,22.0,37.24,0.0,0.0,225.0,45.0,15.0,102.9055,1071.0,3.0,5.0,142.0,1.12,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,194.0,45.0,15.0,102.9055,1071.0,3.0,5.0,142.0,1.12,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,194.0
InSb,ZnS,100.0,160.0,236.578,1333.53,28.0,10.0,281.0,3.83,4.0,4.0,20.0,0.0,28.0,0.0,8.0,0.0,0.0,8.0,55.82,0.0,0.0,305.0,50.0,80.0,118.289,666.765,14.0,5.0,140.5,1.915,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,27.91,0.0,0.0,152.5,1.0,5.0,3.4710000000000036,237.015,1.0,0.0,1.5,0.1349999999999999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.6499999999999986,0.0,0.0,13.5,2.0,10.0,6.942000000000007,474.03,2.0,0.0,3.0,0.2699999999999998,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.299999999999997,0.0,0.0,27.0,51.0,85.0,121.76,903.78,15.0,5.0,142.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,31.56,0.0,0.0,166.0,49.0,75.0,114.818,429.75,13.0,5.0,139.0,1.78,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,24.26,0.0,0.0,139.0,49.0,75.0,114.818,429.75,13.0,5.0,139.0,1.78,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,24.26,0.0,0.0,139.0
GaSb,ZnS,82.0,159.0,191.483,1206.69,28.0,9.0,261.0,3.86,4.0,4.0,20.0,0.0,28.0,0.0,8.0,0.0,0.0,8.0,50.417500000000004,0.0,0.0,230.0,41.0,79.5,95.7415,603.345,14.0,4.5,130.5,1.93,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,25.208750000000002,0.0,0.0,115.0,10.0,5.5,26.018500000000003,300.43499999999995,1.0,0.5,8.5,0.11999999999999988,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.3512499999999985,0.0,0.0,51.0,20.0,11.0,52.037000000000006,600.8699999999999,2.0,1.0,17.0,0.23999999999999977,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,12.702499999999997,0.0,0.0,102.0,51.0,85.0,121.76,903.78,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,31.56,0.0,0.0,166.0,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,18.8575,0.0,0.0,64.0,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,18.8575,0.0,0.0,64.0
NiSb,NiAs,79.0,146.0,180.4534,2631.7799999999997,25.0,9.0,263.0,3.96,4.0,3.0,18.0,0.0,25.0,0.0,3.0,2.0,0.0,5.0,41.879999999999995,0.0,0.5953947,391.0,39.5,73.0,90.2267,1315.8899999999999,12.5,4.5,131.5,1.98,2.0,1.5,9.0,0.0,12.5,0.0,1.5,1.0,0.0,2.5,20.939999999999998,0.0,0.29769735,195.5,11.5,12.0,31.533300000000004,412.11,2.5,0.5,7.5,0.06999999999999995,0.0,1.5,1.0,0.0,2.5,0.0,1.5,1.0,0.0,0.5,10.62,0.0,0.29769735,29.5,23.0,24.0,63.06660000000001,824.22,5.0,1.0,15.0,0.1399999999999999,0.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,21.24,0.0,0.5953947,59.0,51.0,85.0,121.76,1728.0,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,3.0,2.0,0.0,3.0,31.56,0.0,0.5953947,225.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0,28.0,61.0,58.6934,903.78,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,166.0
PrSb,NaCl,110.0,102.0,262.66765,2107.7799999999997,18.0,11.0,342.0,3.1799999999999997,4.0,3.0,10.0,3.0,20.0,0.0,3.0,0.0,11.0,14.0,67.235,0.0,0.0,360.0,55.0,51.0,131.333825,1053.8899999999999,9.0,5.5,171.0,1.5899999999999999,2.0,1.5,5.0,1.5,10.0,0.0,1.5,0.0,5.5,7.0,33.6175,0.0,0.0,180.0,4.0,34.0,9.573824999999992,150.11,6.0,0.5,32.0,0.45999999999999996,0.0,1.5,5.0,1.5,5.0,0.0,1.5,0.0,5.5,4.0,2.057499999999999,0.0,0.0,14.0,8.0,68.0,19.147649999999985,300.22,12.0,1.0,64.0,0.9199999999999999,0.0,3.0,10.0,3.0,10.0,0.0,3.0,0.0,11.0,8.0,4.114999999999998,0.0,0.0,28.0,59.0,85.0,140.90765,1204.0,15.0,6.0,203.0,2.05,2.0,3.0,10.0,3.0,15.0,0.0,3.0,0.0,11.0,11.0,35.675,0.0,0.0,194.0,51.0,17.0,121.76,903.78,3.0,5.0,139.0,1.13,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0,51.0,17.0,121.76,903.78,3.0,5.0,139.0,1.13,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0
TmGa,TlI,100.0,111.0,238.65721000000002,2120.91,16.0,10.0,312.0,3.06,4.0,1.0,10.0,13.0,28.0,0.0,5.0,0.0,1.0,6.0,48.6375,0.0,0.0,258.0,50.0,55.5,119.32860500000001,1060.455,8.0,5.0,156.0,1.53,2.0,0.5,5.0,6.5,14.0,0.0,2.5,0.0,0.5,3.0,24.31875,0.0,0.0,129.0,19.0,18.5,49.605605000000004,757.545,5.0,1.0,34.0,0.28,0.0,0.5,5.0,6.5,1.0,0.0,2.5,0.0,0.5,2.0,5.46125,0.0,0.0,65.0,38.0,37.0,99.21121000000001,1515.09,10.0,2.0,68.0,0.56,0.0,1.0,10.0,13.0,2.0,0.0,5.0,0.0,1.0,4.0,10.9225,0.0,0.0,130.0,69.0,74.0,168.93421,1818.0,13.0,6.0,190.0,1.81,2.0,1.0,10.0,13.0,15.0,0.0,5.0,0.0,1.0,5.0,29.78,0.0,0.0,194.0,31.0,37.0,69.723,302.91,3.0,4.0,122.0,1.25,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,18.8575,0.0,0.0,64.0,31.0,37.0,69.723,302.91,3.0,4.0,122.0,1.25,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,18.8575,0.0,0.0,64.0
YIn,CsCl,88.0,87.0,203.72385,2228.75,16.0,10.0,332.0,3.0,4.0,1.0,11.0,0.0,16.0,0.0,5.0,9.0,0.0,14.0,56.625,0.0,0.0,333.0,44.0,43.5,101.861925,1114.375,8.0,5.0,166.0,1.5,2.0,0.5,5.5,0.0,8.0,0.0,2.5,4.5,0.0,7.0,28.3125,0.0,0.0,166.5,5.0,31.5,12.956074999999998,684.625,5.0,0.0,24.0,0.28,0.0,0.5,4.5,0.0,5.0,0.0,2.5,4.5,0.0,2.0,4.0525,0.0,0.0,27.5,10.0,63.0,25.912149999999997,1369.25,10.0,0.0,48.0,0.56,0.0,1.0,9.0,0.0,10.0,0.0,5.0,9.0,0.0,4.0,8.105,0.0,0.0,55.0,49.0,75.0,114.818,1799.0,13.0,5.0,190.0,1.78,2.0,1.0,10.0,0.0,13.0,0.0,5.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0,39.0,12.0,88.90585,429.75,3.0,5.0,142.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,24.26,0.0,0.0,139.0,39.0,12.0,88.90585,429.75,3.0,5.0,142.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,24.26,0.0,0.0,139.0
TmSb,NaCl,120.0,122.0,290.69421,2721.7799999999997,18.0,11.0,329.0,3.3,4.0,3.0,10.0,13.0,30.0,0.0,3.0,0.0,1.0,4.0,61.34,0.0,0.0,360.0,60.0,61.0,145.347105,1360.8899999999999,9.0,5.5,164.5,1.65,2.0,1.5,5.0,6.5,15.0,0.0,1.5,0.0,0.5,2.0,30.67,0.0,0.0,180.0,9.0,24.0,23.587105,457.11,6.0,0.5,25.5,0.3999999999999999,0.0,1.5,5.0,6.5,0.0,0.0,1.5,0.0,0.5,1.0,0.8899999999999988,0.0,0.0,14.0,18.0,48.0,47.17421,914.22,12.0,1.0,51.0,0.7999999999999998,0.0,3.0,10.0,13.0,0.0,0.0,3.0,0.0,1.0,2.0,1.7799999999999976,0.0,0.0,28.0,69.0,85.0,168.93421,1818.0,15.0,6.0,190.0,2.05,2.0,3.0,10.0,13.0,15.0,0.0,3.0,0.0,1.0,3.0,31.56,0.0,0.0,194.0,51.0,37.0,121.76,903.78,3.0,5.0,139.0,1.25,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,29.78,0.0,0.0,166.0,51.0,37.0,121.76,903.78,3.0,5.0,139.0,1.25,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,29.78,0.0,0.0,166.0
ScSi,TlI,35.0,89.0,73.041412,3501.0,17.0,7.0,281.0,3.26,4.0,2.0,1.0,0.0,7.0,0.0,4.0,9.0,0.0,13.0,42.675,0.773,6.35e-06,421.0,17.5,44.5,36.520706,1750.5,8.5,3.5,140.5,1.63,2.0,1.0,0.5,0.0,3.5,0.0,2.0,4.5,0.0,6.5,21.3375,0.3865,3.175e-06,210.5,3.5,33.5,8.435205999999999,63.5,5.5,0.5,29.5,0.2699999999999999,0.0,1.0,0.5,0.0,0.5,0.0,2.0,4.5,0.0,2.5,0.8974999999999991,0.3865,3.175e-06,16.5,7.0,67.0,16.870411999999998,127.0,11.0,1.0,59.0,0.5399999999999998,0.0,2.0,1.0,0.0,1.0,0.0,4.0,9.0,0.0,5.0,1.7949999999999982,0.773,6.35e-06,33.0,21.0,78.0,44.955912,1814.0,14.0,4.0,170.0,1.9,2.0,2.0,1.0,0.0,4.0,0.0,4.0,9.0,0.0,9.0,22.235,0.773,6.35e-06,227.0,14.0,11.0,28.0855,1687.0,3.0,3.0,111.0,1.36,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,20.44,0.0,0.0,194.0,14.0,11.0,28.0855,1687.0,3.0,3.0,111.0,1.36,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,20.44,0.0,0.0,194.0
FeRh,CsCl,71.0,114.0,158.7505,4048.0,17.0,9.0,274.0,4.109999999999999,3.0,0.0,14.0,0.0,17.0,1.0,0.0,6.0,0.0,7.0,24.37,0.0,2.1106628,454.0,35.5,57.0,79.37525,2024.0,8.5,4.5,137.0,2.0549999999999997,1.5,0.0,7.0,0.0,8.5,0.5,0.0,3.0,0.0,3.5,12.185,0.0,1.0553314,227.0,9.5,2.0,23.530250000000002,213.0,0.5,0.5,5.0,0.22499999999999987,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.455,0.0,1.0553314,2.0,19.0,4.0,47.060500000000005,426.0,1.0,1.0,10.0,0.44999999999999973,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.91,0.0,2.1106628,4.0,45.0,59.0,102.9055,2237.0,9.0,5.0,142.0,2.28,2.0,0.0,8.0,0.0,9.0,1.0,0.0,4.0,0.0,4.0,13.64,0.0,2.1106628,229.0,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,1.0,0.0,6.0,0.0,8.0,0.0,0.0,2.0,0.0,3.0,10.73,0.0,0.0,225.0,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,1.0,0.0,6.0,0.0,8.0,0.0,0.0,2.0,0.0,3.0,10.73,0.0,0.0,225.0
