Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency
308877,LaNi,TlI,La,Ni,3.552,3.154,2.727,1.871,1.246,1.502,0.949,1.266,0.875,1.15,1.577,-0.385,0.266,0.352,0.0,0.0,0.219,3.154,2.727,1.266,0.875,1.0,1.0,0.385,0.266,0.52,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.067,1.067,1.067,1.067,4,4,4.0,4.0,1.303,1.157,1.303,1.157,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,84.871,0.351,32.25,21.5,2.116,2.237,45.736,0.49,12.0,7.5,4.5,76.553,0.35,30.0,20.0,1.932,2.156,31.848,0.408,12.0,8.5,4.5,87.644,0.353,33.0,22.0,2.178,2.264,50.366,0.518
451378,NdPt,FeB-b,Nd,Pt,3.744,2.648,2.907,1.813,1.387,1.307,1.033,0.955,0.908,1.583,1.324,-0.127,-0.045,0.154,0.0,0.0,0.018,2.648,2.907,0.955,0.908,1.0,1.0,0.127,0.045,0.562,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.013,1.098,1.013,1.098,1,1,1.0,1.0,1.288,1.0,1.288,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.75,8.25,4.5,90.663,0.082,32.25,21.5,2.268,2.335,52.458,0.573,12.0,7.5,4.5,81.309,0.081,30.0,20.0,2.152,2.225,43.098,0.539,12.0,8.5,4.5,93.782,0.086,33.0,22.0,2.306,2.372,55.578,0.584
534286,HoGe,TlI,Ho,Ge,3.431,3.011,2.745,1.745,1.225,1.424,0.983,1.229,0.924,1.24,1.506,-0.29,0.229,0.277,0.0,0.0,0.136,3.011,2.745,1.229,0.924,1.0,1.0,0.29,0.229,0.507,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.054,1.054,1.054,1.054,4,4,4.0,4.0,1.25,1.097,1.25,1.097,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,87.786,0.352,33.0,22.0,2.194,2.34,50.981,0.528,13.0,8.5,4.5,87.786,0.352,33.0,22.0,2.194,2.34,50.981,0.528,13.0,8.5,4.5,87.786,0.352,33.0,22.0,2.194,2.34,50.981,0.528
451422,GdGe,TlI,Gd,Ge,3.448,3.029,2.748,1.787,1.225,1.459,0.965,1.236,0.912,1.234,1.514,-0.31,0.236,0.285,0.0,0.0,0.152,3.029,2.748,1.236,0.912,1.0,1.0,0.31,0.236,0.511,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.051,1.051,1.051,1.051,4,4,4.0,4.0,1.255,1.102,1.255,1.102,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,87.709,0.353,33.0,22.0,2.194,2.352,50.649,0.528,13.0,8.5,4.5,87.709,0.353,33.0,22.0,2.194,2.352,50.649,0.528,13.0,8.5,4.5,87.709,0.353,33.0,22.0,2.194,2.352,50.649,0.528
453553,HoGe,TlI,Ho,Ge,3.559,2.456,2.982,1.745,1.225,1.424,1.02,1.002,1.004,1.754,1.228,0.005,0.002,0.014,0.0,0.0,0.0,2.456,2.982,1.002,1.004,1.0,1.0,0.005,0.002,0.688,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.033,1.214,1.033,1.214,3,4,3.0,4.0,1.193,1.0,1.193,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,88.22,0.104,33.0,22.0,2.358,2.432,59.809,0.662,13.0,8.5,4.5,88.22,0.104,33.0,22.0,2.358,2.432,59.809,0.662,13.0,8.5,4.5,88.22,0.104,33.0,22.0,2.358,2.432,59.809,0.662
1720541,FeSi,FeSi,Fe,Si,2.744,2.772,2.279,1.242,1.176,1.056,1.105,1.179,0.943,1.372,0.907,0.105,-0.229,0.0,0.346,0.0,0.063,2.744,2.279,1.105,0.943,1.0,1.0,0.229,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.022,1.022,1.022,1.022,3,3,3.0,3.0,1.204,1.216,1.204,1.216,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.22,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.22,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.22,0.107,33.0,22.0,1.772,1.862,23.436,0.57
1720555,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0.0,0.346,0.0,0.064,2.744,2.278,1.105,0.942,1.0,1.0,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.023,1.023,1.023,1.023,3,3,3.0,3.0,1.205,1.217,1.205,1.217,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.207,0.107,33.0,22.0,1.773,1.862,23.442,0.57,13.0,6.5,6.5,41.207,0.107,33.0,22.0,1.773,1.862,23.442,0.57,13.0,6.5,6.5,41.207,0.107,33.0,22.0,1.773,1.862,23.442,0.57
453547,EuGe,TlI,Eu,Ge,3.754,2.59,3.229,1.987,1.225,1.622,0.945,1.057,1.005,1.934,1.295,-0.027,0.057,-0.03,0.0,0.0,0.004,2.59,3.229,1.057,1.005,1.0,1.0,0.057,0.027,0.723,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.007,1.247,1.007,1.247,1,4,1.0,4.0,1.163,1.0,1.163,1.0,0,0,0.0,0.0,4,2,4.0,2.0,12.75,8.25,4.5,105.727,0.112,32.25,21.5,2.448,2.544,66.83,0.617,12.0,7.5,4.5,95.916,0.11,30.0,20.0,2.268,2.346,50.103,0.541,12.0,8.5,4.5,108.997,0.114,33.0,22.0,2.508,2.61,72.406,0.643
261023,DySb,NaCl,Dy,Sb,4.349,4.349,3.075,1.752,1.434,1.222,1.241,1.516,0.965,2.174,0.901,0.241,-0.372,0.0,0.586,0.0,0.197,4.349,3.075,1.241,0.965,1.0,1.0,0.372,0.241,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,96.92,0.0,18.75,12.5,2.325,2.512,68.142,0.654,6.0,3.0,3.0,38.768,0.0,12.0,8.0,1.775,2.174,23.439,0.605,6.0,9.0,3.0,116.304,0.0,21.0,14.0,2.508,2.625,83.042,0.67
1815120,CoSi,CsCl,Co,Si,2.816,2.816,2.439,1.25,1.176,1.063,1.126,1.197,1.005,1.408,1.031,0.126,-0.123,0.0,0.268,0.0,0.031,2.816,2.439,1.126,1.005,1.0,1.0,0.126,0.123,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,44.661,0.0,36.0,24.0,2.099,1.991,38.733,0.867,14.0,7.0,7.0,44.661,0.0,36.0,24.0,2.099,1.991,38.733,0.867,14.0,7.0,7.0,44.661,0.0,36.0,24.0,2.099,1.991,38.733,0.867
1229779,HoGa,TlI,Ho,Ga,3.632,2.586,3.022,1.745,1.243,1.404,1.041,1.04,1.011,1.729,1.293,-0.009,0.04,0.048,0.0,0.0,0.002,2.586,3.022,1.04,1.011,1.0,1.0,0.04,0.009,0.662,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.013,1.169,1.013,1.169,1,4,1.0,4.0,1.202,1.0,1.202,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,92.768,0.141,33.0,22.0,2.407,2.47,63.318,0.669,13.0,8.5,4.5,92.768,0.141,33.0,22.0,2.407,2.47,63.318,0.669,13.0,8.5,4.5,92.768,0.141,33.0,22.0,2.407,2.47,63.318,0.669
1603401,GaSb,ZnS,Ga,Sb,4.338,4.338,2.656,1.243,1.434,0.867,1.745,1.513,0.992,2.169,0.487,0.745,-0.66,-0.0,0.775,-0.0,0.991,4.338,2.656,1.745,0.992,1.0,1.0,0.745,0.66,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,9.619,0.001,6.0,4.0,0.885,1.533,2.9,0.302,4.0,2.0,2.0,9.619,0.001,6.0,4.0,0.885,1.533,2.9,0.302,4.0,2.0,2.0,9.619,0.001,6.0,4.0,0.885,1.533,2.9,0.302
261037,CeGa,TlI,Ce,Ga,3.677,3.226,2.942,1.819,1.243,1.463,1.011,1.298,0.961,1.329,1.613,-0.269,0.298,0.277,0.0,0.0,0.161,3.226,2.942,1.298,0.961,1.0,1.0,0.298,0.269,0.521,4,4,2,1,1,4,4,1,1,1.0,1.0,5,5,5.0,5.0,1.04,1.04,1.04,1.04,4,4,4.0,4.0,1.25,1.097,1.25,1.097,0,1,0.0,1.0,1,0,1.0,0.0,14.0,8.5,5.5,117.274,0.336,34.875,23.25,2.444,2.573,68.109,0.544,13.0,8.5,4.5,105.299,0.213,33.0,22.0,2.33,2.495,60.574,0.528,13.0,8.5,8.5,153.201,0.378,40.5,27.0,2.786,2.806,90.715,0.594
525412,GdSb,NaCl,Gd,Sb,4.391,4.391,3.105,1.787,1.434,1.246,1.229,1.531,0.964,2.196,0.909,0.229,-0.366,0.0,0.586,0.0,0.186,4.391,3.105,1.229,0.964,1.0,1.0,0.366,0.229,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,99.785,0.0,18.75,12.5,2.348,2.537,70.156,0.654,6.0,3.0,3.0,39.914,0.0,12.0,8.0,1.793,2.196,24.132,0.605,6.0,9.0,3.0,119.742,0.0,21.0,14.0,2.533,2.65,85.497,0.67
457090,LaPt,TlI,La,Pt,3.711,3.292,2.855,1.871,1.387,1.349,0.992,1.187,0.876,1.209,1.646,-0.354,0.187,0.348,0.0,0.0,0.16,3.292,2.855,1.187,0.876,1.0,1.0,0.354,0.187,0.524,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.062,1.062,1.062,1.062,4,4,4.0,4.0,1.3,1.153,1.3,1.153,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,96.416,0.366,32.25,21.5,2.21,2.308,52.062,0.491,12.0,7.5,4.5,86.97,0.366,30.0,20.0,2.014,2.148,36.06,0.406,12.0,8.5,4.5,99.565,0.369,33.0,22.0,2.275,2.362,57.396,0.52
1730791,NiSi,FeAs,Ni,Si,2.677,2.787,2.232,1.246,1.176,1.06,1.074,1.185,0.922,1.338,0.894,0.074,-0.24,0.0,0.359,0.0,0.063,2.677,2.232,1.074,0.922,1.0,1.0,0.24,0.074,0.539,4,4,2,1,1,4,4,1,1,1.0,1.0,3,3,3.0,3.0,1.04,1.04,1.04,1.04,2,2,2.0,2.0,1.199,1.249,1.199,1.249,0,1,0.0,1.0,1,0,1.0,0.0,9.0,5.5,3.5,25.483,0.238,21.0,14.0,1.344,1.33,10.96,0.418,8.0,5.0,3.0,20.862,0.202,18.0,12.0,1.279,1.33,9.57,0.398,8.0,6.0,4.0,30.104,0.274,24.0,16.0,1.409,1.33,12.349,0.437
451387,DyPt,FeB-b,Dy,Pt,3.641,2.599,2.807,1.752,1.387,1.263,1.039,0.937,0.894,1.507,1.3,-0.14,-0.063,0.172,0.0,0.0,0.023,2.599,2.807,0.937,0.894,1.0,1.0,0.14,0.063,0.543,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.023,1.08,1.023,1.08,1,1,1.0,1.0,1.297,1.0,1.297,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.5,8.0,4.5,80.985,0.082,31.5,21.0,2.162,2.228,45.107,0.553,12.0,7.5,4.5,75.215,0.079,30.0,20.0,2.098,2.166,40.167,0.538,12.0,8.5,4.5,86.754,0.084,33.0,22.0,2.226,2.29,50.046,0.568
1949677,HoNi,FeB-b,Ho,Ni,3.546,2.549,2.856,1.745,1.246,1.4,1.016,1.023,0.955,1.582,1.274,-0.094,0.023,0.108,0.0,0.0,0.009,2.549,2.856,1.023,0.955,1.0,1.0,0.094,0.023,0.645,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.003,1.12,1.003,1.12,1,1,1.0,1.0,1.242,1.0,1.242,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,68.048,0.142,29.25,19.5,2.077,2.174,42.51,0.595,8.0,3.5,4.5,37.296,0.116,18.0,12.0,1.6,1.872,18.67,0.472,8.0,8.5,4.5,78.299,0.22,33.0,22.0,2.236,2.274,50.457,0.636
451393,TbRh,CsCl,Tb,Rh,3.417,3.417,2.959,1.764,1.345,1.312,0.969,1.27,0.952,1.708,1.251,-0.031,-0.07,0.0,0.268,0.0,0.006,3.417,2.959,0.969,0.952,1.0,1.0,0.07,0.031,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803
1957878,ScSb,NaCl,Sc,Sb,4.125,4.125,2.917,1.641,1.434,1.144,1.257,1.438,0.949,2.062,0.854,0.257,-0.404,0.0,0.586,0.0,0.229,4.125,2.917,1.257,0.949,1.0,1.0,0.404,0.257,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,9.0,6.0,3.0,66.188,0.0,16.5,11.0,2.032,2.277,45.449,0.638,6.0,3.0,3.0,33.094,0.0,12.0,8.0,1.684,2.063,20.009,0.605,6.0,9.0,3.0,99.282,0.0,21.0,14.0,2.38,2.49,70.888,0.67
1007825,YGe,TlI,Y,Ge,3.459,3.035,2.769,1.783,1.225,1.456,0.97,1.239,0.921,1.252,1.518,-0.298,0.239,0.276,0.0,0.0,0.146,3.035,2.769,1.239,0.921,1.0,1.0,0.298,0.239,0.509,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.053,1.053,1.053,1.053,4,4,4.0,4.0,1.249,1.096,1.249,1.096,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,89.814,0.356,33.0,22.0,2.211,2.356,52.173,0.528,13.0,8.5,4.5,89.814,0.356,33.0,22.0,2.211,2.356,52.173,0.528,13.0,8.5,4.5,89.814,0.356,33.0,22.0,2.211,2.356,52.173,0.528
455320,NiSb,NiAs,Ni,Sb,2.57,3.447,2.633,1.246,1.434,0.869,1.031,1.202,0.982,1.285,1.348,0.031,-0.06,0.0,0.218,0.0,0.005,2.57,2.633,1.031,0.982,1.0,1.0,0.06,0.031,0.543,2,2,2,1,1,2,2,2,6,2.0,6.0,8,6,8.0,6.0,1.025,1.309,1.025,1.309,6,4,6.0,4.0,1.0,1.309,1.0,1.309,2,6,2.0,6.0,0,0,0.0,0.0,11.5,4.0,7.5,60.967,0.0,21.75,14.5,1.92,1.993,36.204,0.577,7.0,4.0,3.0,23.506,0.0,15.0,10.0,1.438,1.436,12.874,0.539,7.0,4.0,9.0,73.454,0.0,24.0,16.0,2.08,2.178,43.981,0.589
1717845,NiGe,FeAs,Ni,Ge,2.779,2.822,2.329,1.246,1.225,1.017,1.115,1.152,0.943,1.39,0.94,0.115,-0.233,0.0,0.334,0.0,0.068,2.779,2.329,1.115,0.943,1.0,1.0,0.233,0.115,0.549,4,4,2,1,1,4,4,1,1,1.0,1.0,3,3,3.0,3.0,1.03,1.03,1.03,1.03,2,2,2.0,2.0,1.193,1.212,1.193,1.212,0,1,0.0,1.0,1,0,1.0,0.0,9.0,5.0,4.0,27.769,0.228,21.0,14.0,1.42,1.322,12.614,0.438,9.0,5.0,4.0,27.769,0.228,21.0,14.0,1.42,1.322,12.614,0.438,9.0,5.0,4.0,27.769,0.228,21.0,14.0,1.42,1.322,12.614,0.438
451152,NiSi,FeAs,Ni,Si,2.659,2.588,2.287,1.246,1.176,1.06,1.067,1.1,0.944,0.993,1.294,-0.203,0.1,0.253,0.0,0.0,0.051,2.588,2.287,1.1,0.944,1.0,1.0,0.203,0.1,0.542,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.014,1.014,1.014,1.014,2,2,2.0,2.0,1.163,1.132,1.163,1.132,0,1,0.0,1.0,1,0,1.0,0.0,9.0,5.0,4.0,25.152,0.16,21.0,14.0,1.4,1.291,12.076,0.463,9.0,5.0,4.0,25.152,0.16,21.0,14.0,1.4,1.291,12.076,0.463,9.0,5.0,4.0,25.152,0.16,21.0,14.0,1.4,1.291,12.076,0.463
1248191,GdNi,TlI,Gd,Ni,3.471,3.078,2.677,1.787,1.246,1.434,0.971,1.235,0.883,1.138,1.539,-0.363,0.235,0.344,-0.0,-0.0,0.187,3.078,2.677,1.235,0.883,1.0,1.0,0.363,0.235,0.518,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.065,1.065,1.065,1.065,4,4,4.0,4.0,1.297,1.15,1.297,1.15,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,80.115,0.345,32.25,21.5,2.078,2.182,43.136,0.492,12.0,7.5,4.5,72.264,0.344,30.0,20.0,1.888,2.021,29.544,0.404,12.0,8.5,4.5,82.732,0.347,33.0,22.0,2.141,2.236,47.666,0.522
1604178,HoSi,TlI,Ho,Si,3.517,2.471,2.922,1.745,1.176,1.484,1.008,1.051,1.0,1.686,1.236,-0.034,0.051,0.041,0.0,0.0,0.004,2.471,2.922,1.051,1.0,1.0,1.0,0.051,0.034,0.67,4,4,2,1,1,4,4,4,2,4.0,2.0,5,2,5.0,2.0,1.007,1.183,1.007,1.183,1,4,1.0,4.0,1.204,1.0,1.204,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,83.576,0.15,33.0,22.0,2.316,2.383,57.155,0.658,13.0,8.5,4.5,83.576,0.15,33.0,22.0,2.316,2.383,57.155,0.658,13.0,8.5,4.5,83.576,0.15,33.0,22.0,2.316,2.383,57.155,0.658
1944179,ScNi,CsCl,Ni,Sc,3.172,3.172,2.747,1.246,1.641,0.759,1.273,0.966,0.952,1.586,1.161,0.273,-0.293,0.0,0.268,0.0,0.16,3.172,2.747,1.273,0.952,1.0,1.0,0.293,0.273,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,63.831,0.0,36.0,24.0,2.364,2.243,55.358,0.867,14.0,7.0,7.0,63.831,0.0,36.0,24.0,2.364,2.243,55.358,0.867,14.0,7.0,7.0,63.831,0.0,36.0,24.0,2.364,2.243,55.358,0.867
1012541,NiSb,NiAs,Ni,Sb,2.572,3.433,2.613,1.246,1.434,0.869,1.032,1.197,0.975,1.286,1.327,0.032,-0.075,0.0,0.227,-0.0,0.007,2.572,2.613,1.032,0.975,1.0,1.0,0.075,0.032,0.541,2,2,2,1,1,2,2,2,6,2.0,6.0,8,6,8.0,6.0,1.016,1.314,1.016,1.314,6,6,6.0,6.0,1.0,1.314,1.0,1.314,2,6,2.0,6.0,0,0,0.0,0.0,11.5,4.0,7.5,59.782,0.0,21.75,14.5,1.913,1.98,36.0,0.58,7.0,4.0,3.0,23.045,0.0,15.0,10.0,1.43,1.427,12.638,0.542,7.0,4.0,9.0,72.027,0.0,24.0,16.0,2.074,2.165,43.788,0.593
553962,YNi,FeB-b,Ni,Y,2.443,3.571,2.854,1.246,1.783,0.699,0.98,1.001,0.942,1.222,1.632,-0.02,-0.084,0.0,0.086,0.0,0.008,2.443,2.854,0.98,0.942,1.0,1.0,0.084,0.02,0.64,4,4,2,1,1,4,4,2,1,2.0,1.0,2,6,2.0,6.0,1.168,1.0,1.168,1.0,1,1,1.0,1.0,1.0,1.251,1.0,1.251,2,1,2.0,1.0,0,0,0.0,0.0,13.0,4.5,8.5,80.934,0.078,33.0,22.0,2.258,2.317,52.06,0.636,13.0,4.5,8.5,80.934,0.078,33.0,22.0,2.258,2.317,52.06,0.636,13.0,4.5,8.5,80.934,0.078,33.0,22.0,2.258,2.317,52.06,0.636
554957,HoNi,FeB-b,Ho,Ni,3.539,2.443,2.807,1.745,1.246,1.4,1.014,0.98,0.938,1.586,1.222,-0.091,-0.02,0.104,0.0,0.0,0.009,2.443,2.807,0.98,0.938,1.0,1.0,0.091,0.02,0.616,4,4,2,1,1,4,4,1,2,1.0,2.0,6,2,6.0,2.0,1.006,1.149,1.006,1.149,1,1,1.0,1.0,1.261,1.0,1.261,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,68.614,0.102,29.25,19.5,2.06,2.175,41.717,0.578,8.0,3.5,4.5,37.238,0.078,18.0,12.0,1.574,1.856,17.949,0.452,8.0,8.5,4.5,79.072,0.176,33.0,22.0,2.222,2.281,49.64,0.62
1954424,CePd,TlI,Ce,Pd,3.714,3.305,2.828,1.819,1.376,1.322,1.021,1.201,0.885,1.175,1.652,-0.354,0.201,0.367,0.0,0.0,0.166,3.305,2.828,1.201,0.885,1.0,1.0,0.354,0.201,0.523,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.073,1.073,1.073,1.073,4,4,4.0,4.0,1.313,1.169,1.313,1.169,0,1,0.0,1.0,1,0,1.0,0.0,16.5,9.0,7.5,131.831,0.34,40.125,26.75,2.54,2.531,72.128,0.534,12.0,7.5,4.5,85.812,0.332,30.0,20.0,2.019,2.147,36.87,0.414,12.0,9.5,8.5,147.17,0.366,43.5,29.0,2.713,2.66,83.88,0.574
1030910,HoNi,FeB-b,Ho,Ni,3.458,2.561,2.831,1.745,1.246,1.4,0.991,1.028,0.947,1.55,1.28,-0.111,0.028,0.103,0.0,0.0,0.013,2.561,2.831,1.028,0.947,1.0,1.0,0.111,0.028,0.631,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.001,1.105,1.001,1.105,2,1,2.0,1.0,1.221,1.0,1.221,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,67.324,0.18,29.25,19.5,2.078,2.146,43.323,0.599,8.0,3.5,4.5,37.051,0.153,18.0,12.0,1.571,1.836,17.817,0.451,8.0,8.5,4.5,77.416,0.259,33.0,22.0,2.246,2.249,51.824,0.648
1435323,CoGa,CsCl,Co,Ga,2.98,2.98,2.581,1.25,1.243,1.006,1.192,1.199,1.035,1.49,1.091,0.192,-0.122,0.0,0.268,0.0,0.052,2.98,2.581,1.192,1.035,1.0,1.0,0.192,0.122,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,52.927,0.0,36.0,24.0,2.221,2.107,45.902,0.867,14.0,7.0,7.0,52.927,0.0,36.0,24.0,2.221,2.107,45.902,0.867,14.0,7.0,7.0,52.927,0.0,36.0,24.0,2.221,2.107,45.902,0.867
